"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"North America","NAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3792388388781.26","3879657274714.42","4116284857427.59","4297334138253.59","4546687906864.34","4837638737776.36","5152272091969.54","5281371676373.03","5534794574509.13","5706383779305.91","5690421091262.49","5877831649217.04","6186818177313.35","6535957287992.15","6500679427686.47","6487471439846.8","6837162707465.61","7153377205942.76","7549156356040.66","7788127542304.76","7768510610602.81","7965645782360.92","7812173986448.36","8156717841052.04","8737443502967.74","9105669656765.77","9410938080669.05","9741338503763.42","10150146513770.2","10511146552268.9","10694199004554.4","10665079676798.3","11018030674942.6","11320446735342.6","11780496416032.8","12096889203268.4","12532611464275.9","13088343982473.5","13668924472158.2","14328072831308.3","14924750205331.9","15077329696915.6","15348464139971.4","15765544928494.4","16363297598196.8","16929557829313.5","17398924104278.1","17749670439207.5","17783405737356.4","17316248885928.6","17790091154582.1","18087758663452.8","18492230615294.8","18839846040250.5","19279201226044.6","19769184098217.1","20088307468491.7","20551306709011.8","21153663404440.2","21632122771354.5","20993983653463.6","22226956457404.8","22707810012901.5",
"Namibia","NAM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","3477739206.30459","3511523686.44078","3497544635.66775","3433768644.89617","3425634337.98675","3441535148.11816","3605602409.29042","3733737195.06528","3764098039.59467","3834060387.41332","3912561237.91697","4232045827.53328","4536302097.79674","4464649429.78383","4541882484.50179","4718971128.47836","4869568800.86407","5075069488.62527","5242119746.15076","5418741355.74191","5607973739.88645","5674032793.35339","5945743001.2719","6197830273.88402","6958276040.72247","7134269118.27426","7638888480.70043","8049405720.35059","8262699842.10001","8287155030.34384","8787636997.3841","9235045311.31745","9702493943.96228","10247261775.3102","10871578162.3237","11335161230.1608","11338991885.5785","11222511997.6584","11341464280.8294","11246291851.8366","10335184675.9998","10699464587.7184","11187391625.9139",
"New Caledonia","NCL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8738203041.54697","","","","","","","",
"Niger","NER","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2602180352.73932","2720485699.09608","3000116629.8847","3282974505.61794","3287276511.83446","3514748216.73965","3501304403.25098","3505606409.4675","3519050222.95617","3325997034.58141","3427632150.91121","3622298371.13776","3435160573.66601","2849548704.04062","3099603386.15272","3013025467.82895","3033459909.06417","3268995364.42671","3709414436.96621","3974526141.00527","3876950088.30393","3870062063.39865","3954215023.44624","3801438868.29199","3162043118.69855","3406093636.63036","3622453381.09496","3625651332.19514","3874775278.66403","3911858659.41378","3860672838.32252","3843705601.99376","3920608632.59201","3933219484.88982","4006172005.6995","4104613431.8394","4108739820.42123","4171499823.18608","4587507438.46035","4577434991.61886","4522117708.63614","4850791324.13303","5089376068.11106","5199846593.51315","5218763717.51148","5601396628.48384","5933618261.73336","6120095511.8896","6593265447.04915","6722664934.51032","7299346342.14043","7471447186.80774","8259606009.59495","8698614858.85428","9276388744.86769","9683867926.72766","10239808437.2445","10751938114.8764","11527239191.9086","12212118219.6438","12645676199.7627","12821088063.9966","14295513821.5966",
"Nigeria","NGA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","65552406393.8732","65678132952.6428","68372901880.0731","74238352573.6945","77913513803.7112","81719570903.6784","78246068951.187","65927298767.9763","65104288579.0192","80857823251.5883","101078134730.951","115469166059.74","119353851375.661","125790318708.731","139829366789.542","132519440485.581","144502314400.015","153207304114.788","144376192434.583","154135201449.058","160616326249.741","139530806900.194","130037983589.582","115832523685.836","114540269158.565","121313066725.654","121387001306.819","125271537649.302","134458984149.194","137039764741.604","153178781519.729","153727701669.909","160847128147.16","157573698042.042","154713854416.779","154601431955.451","161088390613.199","165819716799.187","170099945042.359","171093544569.026","179675485138.399","190308113745.181","219480740883.585","235606418838.655","257401327803.401","273974154829.826","290575421565.98","309727626397.651","330679067370.794","357255496343.036","385856142118.692","406337093677.543","423525401317.249","451780201313.18","480286260958.304","493026782401.561","485055185442.129","488964180279.005","498365774952.982","509371830634.38","500232410862.672","518476820025.41","535336034389.031",
"Nicaragua","NIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2980588788.35112","3204065687.46587","3553014019.8196","3939066020.74283","4399876833.16337","4818971957.68517","4978052795.0181","5324998872.77114","5396511480.43688","5733129887.96569","5810746524.83551","6002777548.32544","6136082603.48558","6529835881.58663","7456577947.92712","7445150973.79768","7833002726.12058","8488506034.19379","7823108991.72343","5751644478.92892","6016894923.96771","6339598459.13025","6287844391.50866","6577915960.06572","6474899618.59989","6210603832.21564","6147422790.46461","6104000288.75772","5344063115.68698","5251171737.89674","5248414887.371","5238480608.97125","5258719297.41541","5238055899.76838","5412887853.27741","5732892800.98665","6096602906.52826","6338433865.25883","6573696340.23069","7036219673.41612","7324816572.52321","7541692922.56832","7598552676.02686","7790091892.67528","8203914864.85778","8555239180.75989","8910555337.27507","9362917651.61977","9684662503.41043","9365691960.52591","9778764062.25389","10396535172.4621","11071891937.8031","11617381053.8081","12173367554.8632","12756722238.3709","13338727258.0864","13956498368.2946","13487115293.9041","13096462607.3906","12865145229.6758","14196288635.3714","14728805982.707",
"Netherlands","NLD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","163993138241.042","164477814504.597","175733865781.687","182103553317.144","197172447408.355","214214249225.001","220086085295.741","231706663055.4","246573273136.416","262426576171.671","278540044641.616","290564563677.776","300832750436.385","317210756181.547","328118739110.483","328125396187.827","342747679887.529","351386430467.402","360860676429.789","368129009943.781","373068985166.768","370145572922.263","365552967323.612","373119759805.182","384543489815.709","394465403148.719","405459058225.018","413289480955.017","427511676525.385","446408196647.337","465082446942.397","476426432932.937","484554605651.777","490648132551.043","505176677944.667","520918165020.581","539143748273.904","562483569063.842","588717336764.449","618353650975.274","644297559542.718","659290074379.866","660722537625.617","661750925152.705","674886321780.345","688727404110.835","712564183491.074","739448107993.38","755496534043.895","727793352989.741","737565720627.788","749006761258.435","741289340197.321","740324364660.471","750862107575.857","765572770634.375","782351934079.297","805125436190.089","824133764145.055","840250428566.882","807597591789.77","846872832523.287","884797830463.812",
"Norway","NOR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","68523641465.0294","72822359398.0792","74871540640.0627","77705460710.6895","81598233089.8432","85911196479.135","89164235321.2584","94742420328.3691","96883481100.1873","101247705488.402","103621742275.499","109500837036.272","115337893975.406","120566084530.33","125294905445.903","131499638317.66","139160194275.085","144950253177.638","150558892218.663","157142089490.544","164314436292.239","166940746098.997","167333595122.455","173981771210.086","184511811511.832","194758499534.98","202630856670.456","206183982639.248","205657951844.58","207793200372.016","211808370362.716","218341469463.677","226145995659.812","232580262478.041","244337831972.719","254491639971.065","267287382453.239","281412338534.67","288922351968.585","294908959388.24","304696827529.193","310995308463.367","315279446109.331","318258551203.885","331035444869.277","339924026041.128","348291288622.507","358440508422.031","360167903275.809","353179332437.739","355959036891.599","359894719437.842","369676511315.49","373433130102.304","381081533533.12","388159512245.53","392680500155.007","402355151389.893","405690399917.33","410249333471.117","405005642244.497","420794378423.065","434598780613.826",
"Nepal","NPL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3312007768.67488","3375209685.90928","3439686992.61996","3504872901.36243","3768875649.49619","3723528951.56578","3985689337.4449","3923054329.16615","3949553912.40593","4125839154.96702","4232120446.76646","4181530385.61032","4311902155.19559","4291354377.59128","4563151185.28622","4629612145.72751","4833247310.8815","4979065098.648","5198429830.49839","5321574280.45887","5198145994.97678","5631773989.39331","5844619828.1056","5670601774.99966","6219580105.5205","6601767409.15843","6903181038.89308","7020232637.50525","7560566514.68631","7887912426.50214","8253520034.48363","8779116603.358","9139622828.50024","9491484600.36659","10271305230.7351","10627560511.4563","11193827136.386","11758960097.4786","12113656132.2747","12648180086.0487","13432367249.0972","14077106389.2456","14094019072.1433","14650033446.513","15336036389.0296","15869604860.6364","16403555931.3942","16963173130.0249","17998713636.9399","18814609495.5265","19720799103.0346","20395607122.6067","21348110921.328","22100664531.0218","23429242187.0086","24360801338.0543","24466311310.4098","26662720424.4168","28695053255.7055","30605298856.0401","29880069381.5366","31325711842.7618","33084084558.8303",
"Nauru","NRU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43280338.0111548","39885801.6965544","36491265.381954","33945363.1460037","56009849.1909062","52615312.8763058","51766678.7976557","56858483.2695563","74679798.9212082","78074335.2358086","89955212.3369099","84863407.8650093","91652480.4942101","85712041.9436594","92501114.5728602","100138821.280711","104381991.673961","107776527.988562","110322430.224512",
"New Zealand","NZL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","70082953329.0329","70306212451.4026","71847166094.2485","72769864886.0685","76157777506.5814","76865804494.4996","79549593263.4809","83362166007.0783","84708743876.288","87000659007.3049","87845295071.3925","87534606251.8524","87675899510.1031","87810166843.9129","86852340521.9757","87802360571.1397","93414274307.4322","98196382782.1266","102833295559.546","106551412681.532","108766826478.844","109701234679.824","115598075977.615","118917293537.196","122973421433.428","128770342579.194","134859217908.262","140373553234.889","145080721769.905","149140752802.524","153712092609.704","151851082480.517","151680906570.896","153905688035.008","157324825746.613","160900868564.654","165349650447.184","171650855837.794","178064471137.921","184834051500.2","191348367300.685","198093747798.95","202939087501.525","201612025314.249","212031027040.22","216604493413.363",
"OECD members","OED","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8847483431152.92","9230505299118.03","9750258334862.31","10271562388504.8","10933570779191.6","11529787435111.5","12215383871074.4","12748923572751.8","13519979207565.2","14230441615953.9","14622915123168.3","15165848479554.8","15984619121223.5","16955570506939.5","17111330661350.8","17146326305445.8","17979760334778.9","18664745103708","19502059629476.2","20268946563861.2","20498991612721.7","20921124950729","20950957169729.1","21559988831032.8","22582869152235.9","23423664701864.9","24136021212444.6","24987518513186.1","26127330945655.9","27120802472833.1","27917028743410.8","28255718412767.4","28860879562017.2","29267161023321.6","30209935557336.7","31012660553252.1","31964076627242.8","33114256538024.8","34104489213570.6","35272866759133.2","36710501672614.8","37221444007158.1","37796848579086.5","38568146484877.8","39829276661791.3","40953034213396","42181953747936.9","43278836457876.4","43450354828807.1","41985414988459","43239125101460.4","44047167851941.8","44657948303128.5","45336016410088.7","46284924393997.8","47411160772825.3","48278076897418.6","49482546798904.4","50649430968633.9","51525982703145.5","49354976881795.6","52056443621880.2","53501765223595.4",
